X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
-73.9731498064872,40.7659963196581,2H-AM-1006-02,02H,AM,10062018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,true,true,false,false,,false,false,false,false,false,true,false,false,,POINT (-73.9731498064872 40.7659963196581)
-73.9753574279936,40.7683211694257,4E-PM-1008-08,04E,PM,10082018,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9753574279936 40.7683211694257)
-73.9737266070919,40.7786338379896,14A-PM-1014-01,14A,PM,10142018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9737266070919 40.7786338379896)
-73.9760256477558,40.7703573131398,5D-AM-1020-02,05D,AM,10202018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,true,false,true,small jumps,false,false,false,false,false,false,false,false,,POINT (-73.9760256477558 40.7703573131398)
-73.9754778808471,40.7685619029765,4E-AM-1020-01,04E,AM,10202018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",White selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Above Ground,7,,false,false,true,false,false,sitting very still,false,false,false,false,false,false,true,false,,POINT (-73.9754778808471 40.7685619029765)
-73.9800669115792,40.7676825134384,1B-AM-1012-07,01B,AM,10122018,7,Adult,Cinnamon,,Cinnamon+,,Above Ground,2,on tree trunk,false,true,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9800669115792 40.7676825134384)
-73.976798124308,40.7741316574113,9A-PM-1010-04,09A,PM,10102018,4,,Cinnamon,,Cinnamon+,,Above Ground,20,,true,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.97679812430802 40.7741316574113)
-73.9773317054464,40.7684035996758,3D-AM-1006-03,03D,AM,10062018,3,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,on top [of] a big rock/boulder in the area,true,false,true,false,false,climbing (rock),false,false,false,false,false,true,false,false,"approaches (slightly),wary of humans",POINT (-73.9773317054464 40.76840359967581)
-73.9726958070536,40.7706096126328,7F-AM-1008-09,07F,AM,10082018,9,Adult,Gray,,Gray+,,Above Ground,20,,false,false,true,false,false,playing w/ #8,false,false,false,false,false,false,true,false,,POINT (-73.9726958070536 40.7706096126328)
-73.978436117932,40.7724769242403,6A-AM-1006-06,06A,AM,10062018,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,15,tree,false,false,true,false,false,,true,false,false,false,false,false,false,false,,POINT (-73.978436117932 40.7724769242403)
-73.9552861155228,40.788973931872,32I-AM-1013-05,32I,AM,10132018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,In and below shrub,false,false,true,false,true,,false,false,false,true,false,false,true,false,,POINT (-73.9552861155228 40.788973931872)
-73.9712876234172,40.7695885530701,7H-PM-1006-02,07H,PM,10062018,2,Adult,Gray,,Gray+,,Above Ground,25,tree,true,false,true,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9712876234172 40.7695885530701)
-73.968107276769,40.7768612676036,15F-AM-1007-09,15F,AM,10072018,9,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,20,,false,false,true,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.968107276769 40.7768612676036)
-73.9661262885099,40.7844085550945,23D-AM-1013-01,23D,AM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,3,,false,false,true,false,false,,false,false,false,false,false,true,false,false,"approaches (he saw me,came towards,then darted up)",POINT (-73.9661262885099 40.7844085550945)
-73.9639832886071,40.7909532437095,30B-PM-1019-08,30B,PM,10192018,8,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,true,true,true,,false,false,false,false,false,false,false,true,,POINT (-73.9639832886071 40.7909532437095)
-73.9550082056509,40.7894521543449,33I-AM-1008-03,33I,AM,10082018,3,Adult,Gray,,Gray+,,Above Ground,2,98th @ edge of park,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9550082056509 40.7894521543449)
-73.9720907384613,40.7762987836055,13C-PM-1019-01,13C,PM,10192018,1,Adult,Gray,,Gray+,,Above Ground,7,,false,false,true,false,false,,true,false,false,false,false,false,true,false,,POINT (-73.9720907384613 40.7762987836055)
-73.9731113265165,40.7786640676355,15A-PM-1017-01,15A,PM,10172018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,10,,false,false,true,true,false,eating in tree,false,false,false,false,false,false,true,false,,POINT (-73.9731113265165 40.7786640676355)
-73.9756573579063,40.7656644063024,1G-PM-1010-01,01G,PM,10102018,1,Adult,Gray,White,Gray+White,,Above Ground,15,,false,false,true,true,false,,false,false,false,true,false,false,true,false,too busy eating in his tree,POINT (-73.9756573579063 40.7656644063024)
-73.9528149779809,40.7924984810637,36I-AM-1017-06,36I,AM,10172018,6,Adult,Gray,Black,Gray+Black,Darker than others,Above Ground,10,Running down tree,true,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9528149779809 40.7924984810637)
-73.9762348224648,40.7694522315322,4D-PM-1008-08,04D,PM,10082018,8,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,false,false,true,true,true,climbed fence staring at me - went up tree,false,false,false,false,false,false,false,true,,POINT (-73.97623482246482 40.7694522315322)
-73.9694288806212,40.7842952265291,22A-PM-1017-01,22A,PM,10172018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9694288806212 40.7842952265291)
-73.9699843570636,40.7729480440312,10G-AM-1006-01,10G,AM,10062018,1,Adult,Gray,,Gray+,,Above Ground,80,,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.96998435706361 40.7729480440312)
-73.9757413215621,40.7692582758978,4E-PM-1008-04,04E,PM,10082018,4,Adult,Gray,,Gray+,,Above Ground,10,,true,true,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9757413215621 40.7692582758978)
-73.965509576403,40.7752456763263,14I-PM-1018-05,14I,PM,10182018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,2,,false,false,true,true,false,,false,false,false,false,true,false,true,false,,POINT (-73.96550957640301 40.7752456763263)
-73.9703161745884,40.7702610461336,8H-PM-1014-05,08H,PM,10142018,5,Juvenile,Gray,,Gray+,,Above Ground,2,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9703161745884 40.7702610461336)
-73.9611696144784,40.7816692895155,22I-AM-1007-03,22I,AM,10072018,3,Adult,Gray,,Gray+,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9611696144784 40.7816692895155)
-73.9566751022336,40.799035789744,41C-PM-1007-04,41C,PM,10072018,4,Adult,Gray,White,Gray+White,,Above Ground,65,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9566751022336 40.799035789744)
-73.9716404781264,40.7753181851766,12D-PM-1014-02,12D,PM,10142018,2,Adult,Gray,White,Gray+White,,Above Ground,15,,false,false,true,false,false,seems to be grinding teeth on a piece of material (sounds from grinding),false,false,false,false,false,false,true,false,,POINT (-73.9716404781264 40.7753181851766)
-73.9623696148045,40.792184861375,32B-AM-1017-04,32B,AM,10172018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,13,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9623696148045 40.792184861375)
-73.9673548527075,40.7765669058396,15G-PM-1019-11,15G,PM,10192018,11,Adult,Gray,,Gray+,,Above Ground,4,,false,false,true,false,false,,false,false,false,false,false,false,false,false,stared,POINT (-73.9673548527075 40.7765669058396)
-73.9596398997228,40.7933386953847,34D-PM-1007-02,34D,PM,10072018,2,Adult,Black,,Black+,,Above Ground,25,,true,false,true,false,false,,false,false,false,false,false,false,false,false,cautiously aware,POINT (-73.9596398997228 40.7933386953847)
-73.9781303869038,40.7725000348875,7A-AM-1006-02,07A,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,8,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9781303869038 40.7725000348875)
-73.9672127283283,40.7810666805133,20D-AM-1007-01,20D,AM,10072018,1,Adult,Gray,,Gray+,too far to note 30',Ground Plane,FALSE,,true,false,true,true,false,a lot of activity,false,false,false,true,false,false,false,false,,POINT (-73.9672127283283 40.7810666805133)
-73.9556817958407,40.788852000621,32I-AM-1013-02,32I,AM,10132018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,false,false,watching me from tree - curious,POINT (-73.9556817958407 40.788852000621)
-73.9584835416846,40.7978213396921,39B-PM-1014-06,39B,PM,10142018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9584835416846 40.7978213396921)
-73.9649590119935,40.7822107920769,21F-AM-1018-01,21F,AM,10182018,1,Adult,Gray,,Gray+,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.9649590119935 40.7822107920769)
-73.968045072743,40.7836626717225,22C-AM-1013-02,22C,AM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,,false,false,true,false,true,,true,false,false,true,false,false,false,true,,POINT (-73.968045072743 40.7836626717225)
-73.9592537496995,40.7919271821316,33E-AM-1014-03,33E,AM,10142018,3,Adult,Black,,Black+,,Above Ground,5,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9592537496995 40.7919271821316)
-73.9790875480358,40.7676104780657,2C-AM-1010-03,02C,AM,10102018,3,Adult,Black,Gray,Black+Gray,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9790875480358 40.7676104780657)
-73.965862100991,40.7825926896917,22D-PM-1012-01,22D,PM,10122018,1,Adult,Gray,"Black, White","Gray+Black, White",,Above Ground,5,,false,false,true,false,false,,true,false,false,false,false,false,false,false,climbing tree,POINT (-73.965862100991 40.7825926896917)
-73.9681917366128,40.7723298813768,11I-PM-1012-03,11I,PM,10122018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,true,false,true,,false,false,false,false,false,false,false,true,runs from the dog,POINT (-73.9681917366128 40.7723298813768)
-73.9721899838568,40.7761519045651,13C-AM-1010-03,13C,AM,10102018,3,Adult,Gray,,Gray+,,Above Ground,20,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9721899838568 40.7761519045651)
-73.9570131890379,40.7991786736124,41B-PM-1014-05,41B,PM,10142018,5,Adult,Gray,,Gray+,,Above Ground,25,,false,false,true,false,false,,true,false,false,false,false,false,true,true,,POINT (-73.9570131890379 40.7991786736124)
-73.9704485231855,40.7717290560806,9G-AM-1007-02,09G,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,25,,false,false,true,false,false,,false,false,false,false,false,false,false,true,kids were trying to poke it with a stick,POINT (-73.9704485231855 40.7717290560806)
-73.96362827608,40.7807994595242,21G-AM-1014-02,21G,AM,10142018,2,Adult,Gray,White,Gray+White,,Above Ground,3,fence,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.96362827608 40.7807994595242)
-73.9710116801402,40.7723689301989,10G-PM-1017-08,10G,PM,10172018,8,Adult,Black,Cinnamon,Black+Cinnamon,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9710116801402 40.7723689301989)
-73.9642717435966,40.782087049693,22F-AM-1007-05,22F,AM,10072018,5,Adult,Gray,White,Gray+White,,Above Ground,10,tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9642717435966 40.782087049693)
-73.9641462360541,40.7778316005464,18I-PM-1007-09,18I,PM,10072018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,false,false,true,false,false,canoodling w/ 8,false,false,false,false,false,false,true,false,,POINT (-73.9641462360541 40.7778316005464)
-73.965848283831,40.7797243033057,19F-PM-1017-01,19F,PM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.965848283831 40.7797243033057)
-73.9648195433192,40.7796399955868,19G-PM-1017-03,19G,PM,10172018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,false,false,true,true,false,staring,false,false,false,false,true,false,false,false,,POINT (-73.9648195433192 40.7796399955868)
-73.9661785940531,40.7742569936186,13I-PM-1008-01,13I,PM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,climbed tree,true,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9661785940531 40.7742569936186)
-73.9581243021722,40.794431473386,36D-AM-1007-01,36D,AM,10072018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,false,false,true,false,true,,false,false,false,false,false,false,false,true,avoiding a dog,POINT (-73.95812430217221 40.794431473386)
-73.9789952029637,40.7697758333099,4B-AM-1010-03,04B,AM,10102018,3,Juvenile,Gray,White,Gray+White,,Above Ground,25,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9789952029637 40.7697758333099)
-73.9548430741605,40.798207350942,41E-AM-1007-06,41E,AM,10072018,6,Adult,Gray,,Gray+,,Above Ground,30,tree,false,false,true,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9548430741605 40.798207350942)
-73.9533476020736,40.7933003544685,37H-PM-1006-02,37H,PM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,tree,true,false,true,false,true,,true,false,false,false,false,false,false,true,dogs,POINT (-73.9533476020736 40.7933003544685)
-73.9677387336667,40.7742695912,12H-PM-1007-02,12H,PM,10072018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,in tree,false,false,true,true,false,peanuts,false,false,false,false,false,false,true,false,,POINT (-73.9677387336667 40.7742695912)
-73.9649611089685,40.7814371834837,21F-AM-1018-05,21F,AM,10182018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,2,,false,false,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9649611089685 40.7814371834837)
-73.9746918762076,40.7655231883678,1G-AM-1006-02,01G,AM,10062018,2,Juvenile,Gray,White,Gray+White,,Above Ground,30,,false,false,true,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9746918762076 40.7655231883678)
-73.9714289592392,40.7750670702093,12E-PM-1018-04,12E,PM,10182018,4,Adult,Cinnamon,,Cinnamon+,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9714289592392 40.7750670702093)
-73.9638590768396,40.7776782114981,18I-AM-1017-02,18I,AM,10172018,2,Adult,Gray,Black,Gray+Black,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9638590768396 40.7776782114981)
-73.9653142636891,40.7760015129298,15I-AM-1008-04,15I,AM,10082018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,true,true,false,,false,false,false,false,false,false,false,true,,POINT (-73.9653142636891 40.7760015129298)
-73.9687847410656,40.778185700305,16E-AM-1014-09,16E,AM,10142018,9,Adult,Gray,,Gray+,,Above Ground,25,In tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9687847410656 40.778185700305)
-73.952526164386,40.7963759240504,40G-AM-1007-02,40G,AM,10072018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,18,,true,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.952526164386 40.7963759240504)
-73.9635290751183,40.7820936628202,22G-AM-1018-02,22G,AM,10182018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,true,false,false,,true,false,false,false,false,false,false,true,,POINT (-73.9635290751183 40.7820936628202)
-73.9696360756453,40.7786545659072,16D-PM-1010-03,16D,PM,10102018,3,Adult,Gray,,Gray+,,Above Ground,18,,false,false,true,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9696360756453 40.7786545659072)
-73.9709104380323,40.7769096957616,14D-AM-1014-16,14D,AM,10142018,16,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9709104380323 40.7769096957616)
-73.9652584749758,40.7803011124382,19F-PM-1017-04,19F,PM,10172018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,true,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9652584749758 40.7803011124382)
-73.9650499507011,40.7908191782173,30A-AM-1010-01,30A,AM,10102018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,,true,false,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9650499507011 40.7908191782173)
-73.9761440627966,40.7706035301542,6D-PM-1020-04,06D,PM,10202018,4,,Gray,,Gray+,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9761440627966 40.7706035301542)
-73.9625416200877,40.7811302397912,21H-AM-1017-02,21H,AM,10172018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,1,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9625416200877 40.78113023979121)
-73.9685227310735,40.776599466588,15F-AM-1007-02,15F,AM,10072018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,"Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Above Ground,20,,true,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9685227310735 40.776599466588)
-73.9581982486469,40.7992194575293,41A-PM-1007-03,41A,PM,10072018,3,Adult,Gray,White,Gray+White,,Above Ground,55,,true,false,true,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.95819824864691 40.7992194575293)
-73.9615402629655,40.7924082330328,33C-AM-1012-02,33C,AM,10122018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,Cinnamon along back & tail,Above Ground,20,tree branches,false,true,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9615402629655 40.7924082330328)
-73.9708364583591,40.7723691587433,10F-AM-1007-01,10F,AM,10072018,1,Adult,Gray,,Gray+,,Above Ground,60,,false,false,true,false,false,,false,false,false,true,false,false,false,false,,POINT (-73.9708364583591 40.7723691587433)
-73.9756972647636,40.773624164826,9B-PM-1013-04,09B,PM,10132018,4,Juvenile,Gray,Black,Gray+Black,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.9756972647636 40.773624164826)
-73.9709040623777,40.7701163892686,7H-PM-1006-03,07H,PM,10062018,3,Adult,Gray,,Gray+,,Above Ground,8,tree,true,false,true,false,false,,false,false,false,true,false,false,true,false,,POINT (-73.9709040623777 40.7701163892686)
-73.9646597452128,40.7827698220703,22F-AM-1007-07,22F,AM,10072018,7,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,,false,false,true,false,false,,false,false,false,false,true,false,false,false,alert & aware,POINT (-73.9646597452128 40.7827698220703)
-73.9593352806175,40.7918150568046,33E-AM-1014-02,33E,AM,10142018,2,Juvenile,Black,,Black+,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9593352806175 40.7918150568046)
-73.9522291603405,40.7976985385835,42G-PM-1014-01,42G,PM,10142018,1,Adult,Gray,White,Gray+White,,Above Ground,8,,false,false,true,false,true,,false,false,true,false,false,false,false,true,,POINT (-73.9522291603405 40.7976985385835)
